id,title,platform,type,listed_in,release_year,duration,duration_type,cast
14535,My Girl,netflix,movie,dramas,1991,102,min,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones"
14536,My Girl 2,netflix,movie,"children & family movies, comedies, dramas",1994,99,min,"Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball"
14537,Open Season: Scared Silly,netflix,movie,"children & family movies, comedies",2015,85,min,"William Townsend, Donny Lucas, Melissa Sturm, Trevor Devall, Brian Drummond, Kathleen Barr, Garry Chalk, Lee Tockar, Shannon Chan-Kent, Michelle Murdocca, Lorne Cardinal, Peter Kelamis"
14538,Pineapple Express,netflix,movie,"action & adventure, comedies",2008,112,min,"Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard"
14539,Planet 51,netflix,movie,"children & family movies, comedies, sci-fi & fantasy",2009,91,min,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict"
14540,Poms,netflix,movie,comedies,2019,91,min,"Diane Keaton, Jacki Weaver, Pam Grier, Rhea Perlman, Celia Weston, Alisha Boe, Charlie Tahan"
14541,Seabiscuit,netflix,movie,"dramas, sports movies",2003,141,min,"Tobey Maguire, Jeff Bridges, Chris Cooper, Elizabeth Banks, Gary Stevens, William H. Macy, David McCullough, Kingston DuCoeur, Eddie Jones, Ed Lauter, Michael O'Neill, Michael Angarano, Royce D. Applegate, Annie Corley, Valerie Mahaffey"
14542,Space Cowboys,netflix,movie,"action & adventure, dramas, sci-fi & fantasy",2000,130,min,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Rade Serbedzija, Barbara Babcock, Blair Brown"
14543,Team America: World Police,netflix,movie,"action & adventure, comedies, cult movies",2004,98,min,"Trey Parker, Matt Stone, Kristen Miller, Masasa Moyo, Daran Norris, Phil Hendrie, Maurice LaMarche, Chelsea Magritte, Jeremy Shada, Fred Tatasciore"
14544,The Edge of Seventeen,netflix,movie,"comedies, dramas",2016,105,min,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Hayden Szeto, Alexander Calvert, Eric Keenleyside"
14545,The Haunting in Connecticut 2: Ghosts of Georgia,netflix,movie,horror movies,2013,101,min,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols"
14546,The Last Boy Scout,netflix,movie,"action & adventure, comedies",1991,105,min,"Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill"
14547,The Lincoln Lawyer,netflix,movie,"dramas, thrillers",2011,118,min,"Matthew McConaughey, Josh Lucas, Ryan Phillippe, John Leguizamo, Michael Peña, Bryan Cranston, Bob Gunton, William H. Macy, Marisa Tomei, Frances Fisher"
14548,The Losers,netflix,movie,action & adventure,2010,97,min,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Óscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James"
14549,The Machinist,netflix,movie,"dramas, independent movies, thrillers",2004,102,min,"Christian Bale, Jennifer Jason Leigh, Aitana Sánchez-Gijón, John Sharian, Michael Ironside, Lawrence Gilliard Jr., Reg E. Cathey, Anna Massey, Matthew Romero, Robert Long, Colin Stinton, Craig Stevenson"
14550,The Net,netflix,movie,thrillers,1995,114,min,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker, Wendy Gazelle, Ken Howard, Ray McKinnon, Daniel Schorr, L. Scott Caldwell, Robert Gossett"
14551,The Original Kings of Comedy,netflix,movie,stand-up comedy,2000,111,min,"Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac"
14552,Valentine's Day,netflix,movie,"comedies, romantic movies",2010,125,min,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift"
14553,Charmed,netflix,tv show,"tv dramas, tv sci-fi & fantasy",2021,3,seasons,"Madeleine Mantock, Sarah Jeffery, Melonie Diaz, Rupert Evans, Ser'Darius Blain, Ellen Tamaki, Charlie Gillespie"
14554,The Lost Café,netflix,movie,"dramas, international movies",2018,76,min,"Tunde Aladese, Omatta Udalor, Terje Lien, Ann Njemanze, Anders Lidin Hansen, Jenny Bonden, Belinda Effah, Anita Daniels, Silje Drensgrud, Torbjørn Jensen"
14555,The Vault,netflix,movie,"action & adventure, international movies, thrillers",2021,118,min,"Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen"
14556,Centaurworld,netflix,tv show,"kids' tv, tv comedies",2021,1,season,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos, Megan Nicole Dong, Jessie Mueller, Josh Radnor"
14557,Eyes of a Thief,netflix,movie,"dramas, independent movies, international movies",2014,103,min,"Khaled Abol El Naga, Souad Massi, Suhail Haddad, Malak Ermileh, Maisa Abd Elhadi, Walid Abdul Salam, Nisreen Faour, Areen Omari"
14558,Glow Up,netflix,tv show,"british tv shows, international tv shows, reality tv",2021,3,seasons,No data
14559,I'm Glad I Did,netflix,movie,"documentaries, international movies",2020,114,min,"Metin Akpınar, Demet Akbağ, Umur Bugay, Ahmet Gülhan, Dikmen Gürün, Kandemir Konduk, Perran Kutman, Zeynep Oral, Nevra Serezli, Selma Sonat, Suat Sungur, Ferhan Şensoy, Cihat Tamer, Demet Taner"
14560,Khawatir,netflix,tv show,"international tv shows, reality tv",2009,1,season,No data
14561,Myth & Mogul: John DeLorean,netflix,tv show,"british tv shows, crime tv shows, docuseries",2021,1,season,No data
14562,Outer Banks,netflix,tv show,"tv action & adventure, tv dramas, teen tv shows",2021,2,seasons,"Chase Stokes, Madelyn Cline, Madison Bailey, Jonathan Daviss, Rudy Pankow, Charles Esten, Adina Porter, Austin North, Drew Starkey"
14563,Pomegranates and Myrrh,netflix,movie,"dramas, independent movies, international movies",2009,95,min,"Yasmine Al Massri, Ashraf Farah, Ali Suliman, Hiam Abbass, Samia Kuzmoz Bakri, Yosef Abu Wardeh, Wardeh Dukwar, Manal Awad, Valentina Abu-'Aksa, Walid Abdul Salam, Ahmad Abu Sal'oum, Wardeh Jubran"
14564,Rurouni Kenshin: The Beginning,netflix,movie,"action & adventure, international movies",2021,138,min,"Takeru Satoh, Kasumi Arimura, Issey Takahashi, Nijiro Murakami, Masanobu Ando, Kazuki Kitamura, Yosuke Eguchi"
14565,The Last Mercenary,netflix,movie,"action & adventure, comedies, international movies",2021,112,min,"Jean-Claude Van Damme, Alban Ivanov, Éric Judor, Patrick Timsit, Miou-Miou, Assa Sylla, Samir Decazza, Valérie Kaprisky, Djimo, Nassim Lyes"
14566,Flower Girl,netflix,movie,"comedies, international movies, romantic movies",2013,94,min,"Damilola Adegbite, Chris Attoh, Chuks Chukwujekwu, Blossom Chukwujekwu, Eku Edewor, Bikiya Graham Douglas"
14567,Resort to Love,netflix,movie,"comedies, romantic movies",2021,102,min,"Christina Milian, Jay Pharoah, Sinqua Walls, Tymberlee Hill, Jeryl Prescott Gallien, Christiani Pitts, Karen Obilom, Alexander Hodge, T.J. Power, Sylvaine Strike, Kayne Lee Harrison"
14568,Transformers: War for Cybertron: Kingdom,netflix,tv show,anime series,2021,1,season,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers, Keith Silverstein, Edward Bosco, Tessho Genda, Ryohei Kimura, Kikuko Inoue, Kazuhiko Inoue, Chafurin"
14569,Bartkowiak,netflix,movie,"action & adventure, international movies",2021,92,min,"Józef Pawłowski, Zofia Domalik, Szymon Bobrowski, Bartłomiej Topa, Janusz Chabior, Rafał Zawierucha, Antoni Pawlicki, Cezary Łukaszewicz, Danuta Stenka, Jan Frycz, Damian Majewski"
14570,Fantastic Fungi,netflix,movie,documentaries,2019,81,min,No data
14571,Tattoo Redo,netflix,tv show,reality tv,2021,1,season,No data
14572,The Flash,netflix,tv show,"crime tv shows, tv action & adventure, tv sci-fi & fantasy",2021,7,seasons,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Tom Cavanagh, Jesse L. Martin, Neil Sandilands, Britne Oldford, Danielle Nicolet, Keiynan Lonsdale, Kim Engelbrecht"
14573,The Snitch Cartel: Origins,netflix,tv show,"crime tv shows, international tv shows, spanish-language tv shows",2021,1,season,"Juan Pablo Urrego, Sebastián Osorio, Patricia Tamayo, Verónica Velásquez, María Camila Zárate, Nicole Santamaría, Eduardo Pérez, Julian Farrieta, Gustavo Angarita Jr., Carlos Manuel Vesga, Helena Mallarino, David Prada, Margarita Reyes, Adriana Silva, Laura Rodríguez, Angélica Blandón, Maia Landaburu, Jesús de los Ríos"
14574,All American,netflix,tv show,"tv dramas, teen tv shows",2021,3,seasons,"Daniel Ezra, Taye Diggs, Samantha Logan, Bre-Z, Greta Onieogou, Monet Mazur, Michael Evans Behling, Cody Christian, Karimah Westbrook, Jalyn Hall, Jordan Belfi, Briana Lane"
14575,Department,netflix,movie,"action & adventure, international movies",2012,143,min,"Amitabh Bachchan, Sanjay Dutt, Rana Daggubati, Vijay Raaz, Abhimanyu Singh, Madhu Shalini, Deepak Tijori, Anjana Sukhani, Manchu Lakshmi"
14576,Hostage House,netflix,movie,thrillers,2021,86,min,"Jennifer Taylor, Justin Schilling, Emily Sweet, Julia Terranova, Patrick Cronen, Richard Neil"
14577,How to Sell Drugs Online (Fast),netflix,tv show,"crime tv shows, international tv shows, tv comedies",2021,3,seasons,"Maximilian Mundt, Danilo Kamperidis, Lena Klenke, Damian Hardung, Leonie Wesselow, Luna Schaller, Bjarne Mädel, Roland Riebeling"
14578,Mighty Express,netflix,tv show,kids' tv,2021,4,seasons,"Jay Hatton, Zoe Hatz, Meesha Contreras, Dylan Shombing, Tyler Nathan, Leo Orgil, Michela Luci, Ian Ho, Evan Lefeuvre, Annick Obonsawin"
14579,Mimi,netflix,movie,"comedies, dramas, international movies",2021,132,min,"Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Manoj Pahwa, Supriya Pathak, Evelyn Edwards"
14580,Plastic Cup Boyz: Laughing My Mask Off!,netflix,tv show,"stand-up comedy & talk shows, tv comedies",2021,1,season,"Joey Wells, Will 'Spank' Horton, Na'im Lynn"
14581,The Operative,netflix,movie,"dramas, international movies, thrillers",2019,117,min,"Diane Kruger, Martin Freeman, Cas Anvar, Rotem Keinan, Yohanan Herson"
14582,The Walking Dead,netflix,tv show,"classic & cult tv, tv action & adventure, tv dramas",2019,10,seasons,"Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal"
14583,Wynonna Earp,netflix,tv show,"international tv shows, tv action & adventure, tv dramas",2020,4,seasons,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis"
14584,Django Unchained,netflix,movie,"action & adventure, dramas",2012,165,min,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, David Steen, Dana Gourrier, Nichole Galicia, Laura Cayouette, Ato Essandoh, Sammi Rotibi, Escalante Lundy, Don Johnson"
14585,A Second Chance:  Rivals!,netflix,movie,"children & family movies, sports movies",2021,91,min,"Emily Morris, Stella Shute, Eva Grados, India Colombi, Nina Pearce, Adam Tuominen, Carmel Johnson, Natasha Wanganeen, Elysia Markou, Alexander Lloyd, Amy Handley"
14586,African America,netflix,movie,"dramas, independent movies, international movies",2021,97,min,"Phumelele Mthembu, Anthony Goss, Thami Buti, Makhosazana Ndlovu, Zandile Lujabe, Gontse Ntshegang, Roget Ellis, Bridget Pike, Boipelo Nokukhanya Tau, James Raynolds, Nji Alain, Bongani Dlamin"
14587,Bankrolled,netflix,movie,"comedies, international movies",2021,97,min,"Aldo Escalante, Ricardo Polanco, Natalia Téllez, Fabrizio Santini, SeoJu Park, María Chacón, Giuseppe Gamba, Sebastián Zurita"
14588,Blood Red Sky,netflix,movie,"action & adventure, horror movies, international movies",2021,123,min,"Peri Baumeister, Alexander Scheer, Kais Setti, Carl Koch, Gordon Brown, Roland Møller, Chidi Ajufo, Kai Ivo Baulitz, Graham McTavish, Dominic Purcell"
14589,Feels Like Ishq,netflix,tv show,"international tv shows, romantic tv shows, tv comedies",2021,1,season,"Radhika Madan, Amol Parashar, Rohit Saraf, Kajol Chugh, Tanya Maniktala, Mihir Ahuja, Simran Jehani, Sanjeeta Bhattacharya, Saba Azaad, Skand Thakur, Zayn Marie Khan, Neeraj Madhav"
14590,Kingdom: Ashin of the North,netflix,movie,"horror movies, international movies, thrillers",2021,94,min,"Gianna Jun, Park Byung-eun, Kim Si-a, Kim Roi-ha, Koo Kyo-hwan"
14591,Masters of the Universe: Revelation,netflix,tv show,"tv action & adventure, tv sci-fi & fantasy",2021,1,season,"Mark Hamill, Lena Headey, Chris Wood, Sarah Michelle Gellar, Liam Cunningham, Stephen Root, Diedrich Bader, Griffin Newman, Tiffany Smith, Henry Rollins, Alan Oppenheimer, Susan Eisenberg, Alicia Silverstone, Justin Long, Jason Mewes, Phil LaMarr, Tony Todd, Cree Summer, Kevin Michael Richardson, Kevin Conroy, Harley Quinn Smith"
14592,Revelations: The Masters of the Universe: Revelation Aftershow,netflix,tv show,"anime series, stand-up comedy & talk shows",2021,1,season,"Kevin Smith, Tiffany Smith, Robert David, Sarah Michelle Gellar, Chris Wood, Liam Cunningham, Alan Oppenheimer, Lena Headey, Kevin Conroy, Henry Rollins, Jason Mewes, Stephen Root, Mark Hamill"
14593,Sky Rojo,netflix,tv show,"international tv shows, spanish-language tv shows, tv action & adventure",2021,2,seasons,"Verónica Sánchez, Miguel Ángel Silvestre, Asier Etxeandia, Lali Espósito, Yany Prado, Enric Auquer, Luis Zahera, Carmen Santamaría, Cecilia Gómez, Godeliv Van den Brandt, Penélope Guerrero, Luisa Vides, Niko Verona, Chema Ruiz"
14594,The Last Letter From Your Lover,netflix,movie,"dramas, romantic movies",2021,111,min,"Shailene Woodley, Felicity Jones, Callum Turner, Joe Alwyn, Nabhaan Rizwan, Ncuti Gatwa, Emma Appleton, Christian Brassington, Alice Orr-Ewing, Lee Knight, Zoe Boyle, Ben Cross, Diana Kent"
14595,The Movies That Made Us,netflix,tv show,docuseries,2021,2,seasons,No data
14596,9to5: The Story of a Movement,netflix,movie,documentaries,2021,85,min,No data
14597,Chhota Bheem - Dinosaur World,netflix,movie,children & family movies,2015,65,min,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj"
14598,Chhota Bheem - Neeli Pahaadi,netflix,movie,children & family movies,2013,64,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14599,Chhota Bheem & Ganesh,netflix,movie,children & family movies,2009,68,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14600,Chhota Bheem & Krishna: Mayanagari,netflix,movie,children & family movies,2011,67,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14601,Chhota Bheem & Krishna: Pataliputra- City of the Dead,netflix,movie,children & family movies,2010,66,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak"
14602,Chhota Bheem And The Broken Amulet,netflix,movie,children & family movies,2013,64,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14603,Chhota Bheem And The Crown of Valhalla,netflix,movie,children & family movies,2013,64,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14604,Chhota Bheem and the Incan Adventure,netflix,movie,children & family movies,2013,65,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14605,Chhota Bheem and The ShiNobi Secret,netflix,movie,children & family movies,2013,64,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14606,Chhota Bheem Aur Hanuman,netflix,movie,children & family movies,2012,68,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14607,Chhota Bheem aur Krishna,netflix,movie,children & family movies,2009,68,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Arun Shekher, Sanchit Wartak"
14608,Chhota Bheem aur Krishna vs Zimbara,netflix,movie,children & family movies,2013,64,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14609,Chhota Bheem in African Safari,netflix,movie,children & family movies,2015,62,min,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rajesh Kava"
14610,Chhota Bheem Ka Roosi Romanch,netflix,movie,children & family movies,2019,63,min,"Julie Tejwani, Sabina Malik, Jigna Bharadwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kava, Raju"
14611,Chhota Bheem: Bheem vs Aliens,netflix,movie,"children & family movies, sports movies",2010,69,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14612,Chhota Bheem: Dholakpur to Kathmandu,netflix,movie,children & family movies,2012,70,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14613,Chhota Bheem: Dus Pe Dus,netflix,movie,children & family movies,2014,63,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14614,Chhota Bheem: Journey to Petra,netflix,movie,children & family movies,2011,68,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava"
14615,Chhota Bheem: Master of Shaolin,netflix,movie,children & family movies,2011,74,min,"Pooja Punabi, Mausam, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Parigna Pandya"
14616,Chhota Bheem: The Rise of Kirmada,netflix,movie,children & family movies,2012,68,min,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil"
14617,Chicago Med,netflix,tv show,tv dramas,2019,5,seasons,"Colin Donnell, Torrey DeVitto, Oliver Platt, S. Epatha Merkerson, Nick Gehlfuss, Yaya DaCosta, Laurie Holden"
14618,Cousins,netflix,movie,dramas,2021,99,min,"Rachel House, Briar Grace-Smith, Tanea Heke, Tioreore Ngatai-Melbourne, Ana Scotney, Hariata Moriarty, Chelsie Preston Crayford, Sylvia Rands"
14619,Wannabe Courageous,netflix,movie,"comedies, international movies",2019,90,min,"Ramez Galal, Jamila Awad, Bayoumi Fouad, Mohamed Abdel-Rahman, Mohammed Tharwat, Maha Abou Ouf, Noor Kadri, Elshahat Mabrouk, Badriyyah Tulbah, Taher Abu Lela, Sara Derzawy"
14620,Words Bubble Up Like Soda Pop,netflix,movie,"anime features, children & family movies, international movies",2021,87,min,"Somegoro Ichikawa, Hana Sugisaki, Megumi Han, Natsuki Hanae, Yuuichirou Umehara, Megumi Nakajima, Sumire Morohoshi, Hiroshi Kamiya, Maaya Sakamoto, Koichi Yamadera, Kikuko Inoue"
14621,Sanitation Day,netflix,movie,"dramas, international movies, thrillers",2020,105,min,"Blossom Chukwujekwu, Elozonam Ogbolu, Nse Ikpe-Etim, Belinda Effah, Saeed Mohammed, Chukwuemeka Okoroafor, Kunle Fawole, Chris Okagbue, Adebayo Salami, Charles Inojie, Elvina Ibru, Tobi Bakare"
